Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-479-A,Iron,,,,6/6/2022,1700-1770 in association with 2022-6-6-480,A ball top becoming skinny at the bottom piece of iron,Inorganic,Unknown,Iron,Metal,1 of 3,52.45,,,,,17.2,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-479-B,Iron,,,,6/6/2022,1700-1770 in association with 2022-6-6-480,A ball of iron,Inorganic,Unknown,Iron,Metal,1 of 3,14.19,,,,,2.4,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-479-C,Iron,,,,6/6/2022,1700-1770 in association with 2022-6-6-480,A skinny piece of iron,Inorganic,Unknown,Iron,Metal,1 of 3,22.18,,,,,0.6,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-482-A,Iron,,,,6/6/2022,15th century to present in association with 2022-6-6-287 and 2022-6-6-290,A thick and long chunk of iron with pebbles sticking out on the sides and pebbles embedded into it,Inorganic,Unknown,Iron,Metal,1 of 4,49.27,,,,,13.4,,,,No conservation,I. DeLisle,,,,475,,,2534,S2W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-482-B,Iron,,,,6/6/2022,15th century to present in association with 2022-6-6-287 and 2022-6-6-290,A rod like piece of iron with pebbles imbeded into it and some red coloring,Inorganic,Unknown,Iron,Metal,1 of 4,32.27,,,,,5,,,,No conservation,I. DeLisle,,,,475,,,2534,S2W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-482-C,Iron,,,,6/6/2022,15th century to present in association with 2022-6-6-287 and 2022-6-6-290,A flat piece of iron with pebbles embedded into it and some red coloring,Inorganic,Unknown,Iron,Metal,1 of 4,28.49,,,,,3.3,,,,No conservation,I. DeLisle,,,,475,,,2534,S2W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-482-D,Iron,,,,6/6/2022,15th century to present in association with 2022-6-6-287 and 2022-6-6-290,A small and curved piece of iron with pebbles embedded into it and some red coloring,Inorganic,Unknown,Iron,Metal,1 of 4,16.34,,,,,1,,,,No conservation,I. DeLisle,,,,475,,,2534,S2W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-512,Iron,,,,7/27/2022,Unknown,Small chunk of iron with pebbles immbedded in it,Inorganic,Unknown,Iron,Metal,1,10.03,,,,,0.2,,,,No conservation,I. DeLisle,,,,466,,,2580,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-559,Metal,,,,5/27/2022,1650-1810 in association with 2022-5-27-560,A rounded piece with like a redish end; with some black mixed into it iron metal piece,Inorganic,Unknown,Iron,Metal,1,13.55,,,,,1.1,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-563-A,Metal,,,,5/31/2022,Unknown,The biggest chunk of metal; rounded,Inorganic,Unknown,Iron,Metal,1 of 4,34.77,,,,,14.5,,,,No conservation,I. DeLisle,,,,353  - 422 ,,,3459,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-563-B,Metal,,,,5/31/2022,Unknown,A rounded rod shape that is light gray in color and sort of smooth,Inorganic,Unknown,Iron,Metal,2 of 4,23.04,,,,,1.8,,,,No conservation,I. DeLisle,,,,353  - 422 ,,,3459,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-563-C,Metal,,,,5/31/2022,Unknown,A reddish chunk of metal with pebbles sticking out of it,Inorganic,Unknown,Iron,Metal,3 of 4,26.99,,,,,4.9,,,,No conservation,I. DeLisle,,,,353  - 422 ,,,3459,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-563-D,Metal,,,,5/31/2022,Unknown,A rough rod shaped piece of metal,Inorganic,Unknown,Iron,Metal,4 of 4,21.6,,,,,1.4,,,,No conservation,I. DeLisle,,,,353  - 422 ,,,3459,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-568,Metal,,,,7/16/2022,Unknown,Redish and yellowish thick piece of metal with countless pebbles embedded inside,Inorganic,Unknown,Iron,Metal,1,43.52,,,,,20.8,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-294-A,Iron,,,,7/8/2022,1575-1775 by association,Small iron fragment,Inorganic,Unknown,Iron fragment,Metal,1 of 2,23.8,,,,,4.1,,,,No conservation,E. Lescault,,,,385,,,2932,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/370/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-294-B,Iron,,,,7/8/2022,1575-1775 by association,Long; thin metal fragment,Inorganic,Unknown,Iron fragment,Metal,2 of 2,45.64,,,,,3.9,,,,No conservation,E. Lescault,,,,385,,,2932,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/102/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-78,Japanese Hard Paste Porcelain,,,,6/23/2021,3rd to 4th quarter 19th century,Blue on white Japanese Hard Paste Porcelain sherds,Inorganic,,Japanese Hard Paste Porcelain,Vessel,6,12.7,,,,0.5 to 1.3 inches,,,,,No conservation,M.Persico,7/8/2021,,,381,,,,S5E1,,Found in association with 79,,,Possible German Faience; blue on white,,? https://apps.jefpat.maryland.gov/diagnostic/Porcelain/LargeImagePages/JapanesePorcelain/18BC27-JapaneseHardPaste-SakiBottle.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-12-176,Japanese Hard Paste Porcelain,,,,5/12/2021,3rd to 4th quarter 19th century,White and blue glazed Japanese Hard Paste Porcelain,Inorganic,Unknown,Japanese Hard Paste Porcelain,Vessel,15,33.02,,,,,,,,,No conservation,L. McKinnon,7/15/2021,,,457.2,,,,S5W1,,,,,,,? https://apps.jefpat.maryland.gov/diagnostic/Porcelain/LargeImagePages/JapanesePorcelain/18BC27-JapaneseHardPaste-SakiBottle.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/26/2021,2021-6-26-25,Possible Bullet,,,,6/26/2021,Unknown,Possible Bullet. lead or pewter,Inorganic,,lead or pewter,sphere,1,7.36,,,,,0.3,,,,No conservation,A.Uhl,,,,279.999,,,,S2E1,,Found in asociation with bone/tooth,,,pewter or lead? teardrop not sphere?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-429-D,Majolica,,,,7/12/2022,1540-1650,Fig springs polychrome; grey glaze with red; coarse paste; no designs,Inorganic,Unknown,Majolica,Vessel,1 of 10,11.73,,,,,0.4,,,,No conservation,B. Ingraham,,,,480,,,5295,S5W4,,Mexico City,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/691/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-206-A,Metal,,,,5/24/2022,Unknown,Metal with a thinner middle and a thicker top,Inorganic,Unknown,Metal,Metal,1 of 3,49.46,,,,,18.853,,,,No conservation,I. DeLisle,,,,394,,,1842,S2W1,,,Metal_May 24_2022_10_NHS,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-206-B,Metal,,,,5/24/2022,Unknown,Small skinny piece of metal with pebbles embeded in it,Inorganic,Unknown,Metal,Metal,1 of 3,30.41,,,,,3.121,,,,No conservation,I. DeLisle,,,,394,,,1842,S2W1,,,Metal_May 24_2022_10_NHS,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-206-C,Metal,,,,5/24/2022,Unknown,A piece of metal with two branches of metal coming off of it,Inorganic,Unknown,Metal,Metal,1 of 3,40.89,,,,,20.53,,,,No conservation,I. DeLisle,,,,394,,,1842,S2W1,,,Metal_May 24_2022_10_NHS,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/26/2022,2022-5-26-249-A,Metal,,,,5/26/2022,1570-1900's (In Association with 2022-5-26-248 and 2022-5-26-250),Iron with a flat rock on the bottom and metal extensions,Inorganic,Unknown,Metal,Metal,1 of 2,22.65,,,,,3.3,,,,No conservation,I. DeLisle,,,,616,,,3436,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/26/2022,2022-5-26-249-B,Metal,,,,5/26/2022,1570-1900's (In Association with 2022-5-26-248 and 2022-5-26-250),Iron with a wider top and a skinner bottom,Inorganic,Unknown,Metal,Metal,1 of 2,40.75,,,,,8.7,,,,No conservation,I. DeLisle,,,,616,,,3436,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-323-A,Metal,,,,7/5/2022,~1810's-1830's,Ealy machine headed cut nails; bent,Inorganic,Unknown,Metal,Nail,1 of 2,59.52,,,,,6.2,,,,No conservation,B. Ingraham,,,,432,,,3332,S2W4,,,,,,,http://npshistory.com/publications/nail-chronology.pdf,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-323-B,Metal,,,,7/5/2022,unknown,metled metal chunk,Inorganic,Unknown,Metal,Metal,1 of 2,25.1,,,,,4,,,,No conservation,B. Ingraham,,,,432,,,3332,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-329,Metal,,,,5/27/2022,Unknown,Small metal hinge,Inorganic,Unknown,Metal,Metal,1,34.2,,,,,2.7,,,,No conservation,B. Ingraham,,,,595,,,3456,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-336-A,Metal,,,,7/11/2022,Unknown,Jagged iron fragment,Inorganic,Unknown,Metal,Metal,1 of 2,20.81,,,,,2.4,,,,No conservation,E. Lescault,,,,396,,,5245,S5W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-336-B,Metal,,,,7/11/2022,Unknown,Round metal cap with central protrusion,Inorganic,Unknown,Metal,Metal,2 of 2,9.94,,,,,0.6,,,,No conservation,E. Lescault,,,,396,,,5245,S5W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-391,Metal,,,,7/5/2022,1600-1800,Medium clump of iron,Inorganic,Unknown,Metal,Unknown,1 of 1,28.24,,,,,4.1,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/21/2022,2022-7-21-400,Nail,,,,7/21/2022,17th to 19th century,Large round; flat head with a short body like a round shank for metal roofing,Inorganic,Unknown,Metal,Nail,1,14.34,,,,,0.8,,,,No conservation,I. DeLisle,,,,457,,,1796,S2W3,,,,,,,http://npshistory.com/publications/nail-chronology.pdf,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-407,Iron,,,,7/14/2022,Unknown,Long; thin piece of metal,Inorganic,Unknown,Metal,Metal,1,48.04,,,,,4.2,,,,No conservation,E. Lescault,,,,435,,,3375,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-409,Metal,,,,7/14/2022,Unknown,Small chunk of unidentifiable metal,Inorganic,Unknown,Metal,Vessel,1,26.05,,,,,4.2,,,,No conservation,B. Ingraham,,,,475,,,4305,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-421-A,Metal,,,,7/12/2022,1810's - Late 1830's,Early machines headed cut nails; wide end; more circular head; earlier finished cut nails,Inorganic,Unknown,Metal,Metal,1 of 2,64.45,,,,,9.7,,,,No conservation,B. Ingraham,,,,,,,,S2W4,,,,,,,http://npshistory.com/publications/nail-chronology.pdf,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-421-B,Metal,,,,7/12/2022,1810's - Late 1830's,Early machines headed cut nails; wider body endes in point. Top completely covered in large chunck of corrosein,Inorganic,Unknown,Metal,Metal,1 of 2,66.8,,,,,11.9,,,,No conservation,B. Ingraham,,,,,,,,S2W4,,,,,,,http://npshistory.com/publications/nail-chronology.pdf,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-426,Metal,,,,7/12/2022,Unknown,small chunk of possible iron; corrodid; no features,Inorganic,Unknown,Metal,Metal,1,11.43,,,,,0.4,,,,No conservation,B. Ingraham,,,,480,,,5295,S5W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-431,Iron fragment,,,,7/28/2022,Unknown,Rusted iron fragment,Inorganic,Unknown,Metal,Metal,1,28.02,,,,,2.1,,,,No conservation,E. Lescault,,,,464,,,2627,S2W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/1/2022,2022-7-1-434,Metal,,,,7/1/2022,Unknown,Oblong metal fragment with minimal oxidation,Inorganic,Unknown,Metal,Metal,1,14.83,,,,,1.2,,,,No conservation,E. Lescault,,,,313,,,4403,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/1/2022,2022-7-1-440,Iron fragment,,,,7/1/2022,Unknown,Iron fragment with oxidation on pointed end,Inorganic,Unknown,Metal,Metal,1,39.67,,,,,13.1,,,,No conservation,E. Lescault,,,,302,,,3335,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-447-A,Iron,,,,6/28/2022,Unknown,Large; long iron fragment showing rust,Inorganic,Unknown,Metal,Metal,1 of 4,82.33,,,,,43.7,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-447-B,Iron,,,,6/28/2022,Unknown,Arrow-shaped iron fragment,Inorganic,Unknown,Metal,Metal,2 of 4,23.14,,,,,3.4,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-447-C,Iron,,,,6/28/2022,Unknown,Rounded iron fragment resembling a knee joint,Inorganic,Unknown,Metal,Metal,3 of 4,22.42,,,,,6.6,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-447-D,Iron,,,,6/28/2022,Unknown,Small; rounded iron fragment with small protrusions,Inorganic,Unknown,Metal,Metal,4 of 4,15.19,,,,,1.8,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/30/2022,2022-6-30-450,Iron,,,,6/30/2022,Unknown,Pointed iron fragment showing little rust,Inorganic,Unknown,Metal,Metal,1,29.61,,,,,6.2,,,,No conservation,E. Lescault,,,,330,,,4153,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-451-A,Iron,,,,7/27/2022,Unknown,Nail-shaped metal fragment showing rust towards the tip,Inorganic,Unknown,Metal,Metal,1 of 3,36.6,,,,,4.4,,,,No conservation,E. Lescault,,,,505,,,2605,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-451-B,Iron,,,,7/27/2022,Unknown,Crescent-shaped metal fragment with minimal rust,Inorganic,Unknown,Metal,Metal,2 of 3,36.47,,,,,6.3,,,,No conservation,E. Lescault,,,,505,,,2605,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-451-C,Iron,,,,7/27/2022,Unknown,Jagged metal fragment showing rust in several places,Inorganic,Unknown,Metal,Metal,3 of 3,27.08,,,,,7.1,,,,No conservation,E. Lescault,,,,505,,,2605,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-457-A,Iron,,,,7/27/2022,Unknown,Jagged iron fragment showing much rust,Inorganic,Unknown,Metal,Metal,1 of 2,28.14,,,,,8,,,,No conservation,E. Lescault,,,,525,,,2715,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-457-B,Iron,,,,7/27/2022,Unknown,Small iron fragment showing rust over most of its surface,Inorganic,Unknown,Metal,Metal,2 of 2,12.43,,,,,0.8,,,,No conservation,E. Lescault,,,,525,,,2715,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-464-A,Iron,,,,7/28/2022,Unknown,Large iron fragment with noticeable curvature and lip,Inorganic,Unknown,Metal,Metal,1 of 11,60.76,,,,,47.3,,,,No conservation,E. Lescault,,,,462,,,2258,S2W2,,Features partial lip; possibly a mold?,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-464-B,Iron,,,,7/28/2022,Unknown,Large iron fragment with curvature and possble lip mold,Inorganic,Unknown,Metal,Metal,2 of 11,52.58,,,,,44.5,,,,No conservation,E. Lescault,,,,462,,,2258,S2W2,,Features partial lip; possibly a mold?,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-464-C,Iron,,,,7/28/2022,Unknown,Medium iron fragment with dark protrusions on concave surface,Inorganic,Unknown,Metal,Metal,3 of 11,38.07,,,,,9.4,,,,No conservation,E. Lescault,,,,462,,,2258,S2W2,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-464-D,Iron,,,,7/28/2022,Unknown,"Medium iron fragment with ""lip"" on concave side",Inorganic,Unknown,Metal,Metal,4 of 11,30.69,,,,,6.5,,,,No conservation,E. Lescault,,,,462,,,2258,S2W2,,Features partial lip; possibly a mold?,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-464-E,Iron,,,,7/28/2022,Unknown,Small; pointed iron fragment with one porous side,Inorganic,Unknown,Metal,Metal,5 of 11,23.72,,,,,3.3,,,,No conservation,E. Lescault,,,,462,,,2258,S2W2,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
